time,index,pred,label,acc,f1,num_instruments
7506.675720214844,0_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
126.33490562438965,0_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
123.51012229919434,1_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
122.51114845275879,1_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
86.2729549407959,2_0,"[1, 2]","[1, 2]",1.0,1.0,2.0
121.6590404510498,2_1,"[1, 2, 2]","[1, 1, 2]",0.6666666666666666,0.6666666666666666,3.0
86.93242073059082,3_0,"[1, 2]","[1, 2]",1.0,1.0,2.0
122.66874313354492,3_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
124.34029579162598,4_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
123.96764755249023,4_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
124.56321716308594,5_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
122.07627296447754,5_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
124.75967407226562,6_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
124.07255172729492,6_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
122.88141250610352,7_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
124.67432022094727,7_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
123.63910675048828,8_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
124.20201301574707,8_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
123.73018264770508,9_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
124.85837936401367,9_1,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
125.08678436279297,10_0,"[1, 1, 2]","[1, 1, 2]",1.0,1.0,3.0
