time,index,pred,label,acc,f1,num_instruments
7901.886940002441,0_0,[2],[2],1.0,1.0,1.0
83.11152458190918,0_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.31298828125,1_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
119.77505683898926,1_1,"[2, 6, 2]","[2, 2, 2]",0.6666666666666666,0.4,3.0
82.29589462280273,2_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.8006649017334,2_1,[2],[2],1.0,1.0,1.0
44.205665588378906,3_0,[2],[2],1.0,1.0,1.0
81.5889835357666,3_1,"[2, 5]","[2, 2]",0.5,0.3333333333333333,2.0
83.7860107421875,4_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.56308937072754,4_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
43.38812828063965,5_0,[2],[2],1.0,1.0,1.0
42.93560981750488,5_1,[2],[2],1.0,1.0,1.0
83.83440971374512,6_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.12177658081055,6_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
45.41921615600586,7_0,[2],[2],1.0,1.0,1.0
42.38128662109375,7_1,[2],[2],1.0,1.0,1.0
82.03983306884766,8_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.64851570129395,8_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.36555099487305,9_0,[2],[2],1.0,1.0,1.0
80.69872856140137,9_1,"[2, 5]","[2, 2]",0.5,0.3333333333333333,2.0
82.60345458984375,10_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.85379409790039,10_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
84.62238311767578,11_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.54749870300293,11_1,"[3, 5]","[2, 2]",0.0,0.0,2.0
86.23671531677246,12_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.93430709838867,12_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.59320259094238,13_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.64398574829102,13_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.33165740966797,14_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
80.9471607208252,14_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.07385444641113,15_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
87.03804016113281,15_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
80.9478759765625,16_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.59701728820801,16_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.21261405944824,17_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.93778991699219,17_1,"[2, 5]","[2, 2]",0.5,0.3333333333333333,2.0
82.1690559387207,18_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.26139640808105,18_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
44.62862014770508,19_0,[2],[2],1.0,1.0,1.0
81.90488815307617,19_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.94320106506348,20_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.32815361022949,20_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.91125297546387,21_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.74538612365723,21_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.59248733520508,22_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.11398124694824,22_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.04944229125977,23_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
87.37802505493164,23_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.07075500488281,24_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.69674873352051,24_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.53288269042969,25_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
47.47366905212402,25_1,[2],[2],1.0,1.0,1.0
82.59892463684082,26_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.61609077453613,26_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
87.71038055419922,27_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.62307739257812,27_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.93533325195312,28_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.79125595092773,28_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.33578300476074,29_0,"[2, 5]","[2, 2]",0.5,0.3333333333333333,2.0
82.37600326538086,29_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
43.94268989562988,30_0,[2],[2],1.0,1.0,1.0
82.65018463134766,30_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.14990997314453,31_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.0009708404541,31_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.23128318786621,32_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
80.73544502258301,32_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.85777473449707,33_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
80.83200454711914,33_1,"[2, 3]","[2, 2]",0.5,0.3333333333333333,2.0
