time,index,pred,label,acc,f1,num_instruments
4294.002056121826,0_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
40.99321365356445,0_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.21463203430176,1_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.2752628326416,1_1,"[2, 5]","[2, 2]",0.5,0.3333333333333333,2.0
46.302080154418945,2_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.11671447753906,2_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.13936424255371,3_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.31269454956055,3_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.3736572265625,4_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.3276424407959,4_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.831254959106445,5_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.00387001037598,5_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.405128479003906,6_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.62192344665527,6_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.51630401611328,7_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.1605110168457,7_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
46.6761589050293,8_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.36252403259277,8_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.67604446411133,9_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.2978401184082,9_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.25046730041504,10_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.7780876159668,10_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
43.121337890625,11_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
41.81933403015137,11_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
46.021223068237305,12_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
42.14596748352051,12_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
