time,index,pred,label,acc,f1,num_instruments
5178.028583526611,0_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.91857147216797,0_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.26449584960938,1_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
85.37173271179199,1_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.85791969299316,2_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.69674873352051,2_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.53629302978516,3_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.48741722106934,3_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.07893371582031,4_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
123.51417541503906,4_1,"[2, 2, 2]","[2, 2, 2]",1.0,1.0,3.0
81.51912689208984,5_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.70597457885742,5_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
84.01203155517578,6_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
44.34490203857422,6_1,[2],[2],1.0,1.0,1.0
85.13569831848145,7_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.01980590820312,7_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.72893524169922,8_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.82621002197266,8_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.56292343139648,9_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.55195617675781,9_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.66861534118652,10_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.38608932495117,10_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.01487159729004,11_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
80.72018623352051,11_1,"[2, 3]","[2, 2]",0.5,0.3333333333333333,2.0
83.10270309448242,12_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.55369758605957,12_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
85.49737930297852,13_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
84.08355712890625,13_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.15625381469727,14_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
85.03055572509766,14_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.94200897216797,15_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
85.65449714660645,15_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
44.573307037353516,16_0,[2],[2],1.0,1.0,1.0
81.41422271728516,16_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
87.15224266052246,17_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.23540878295898,17_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
87.34488487243652,18_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.01973342895508,18_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
85.90078353881836,19_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.39872550964355,19_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
86.05504035949707,20_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.98809623718262,20_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.56642723083496,21_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
86.03835105895996,21_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.94708824157715,22_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.07464218139648,22_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
83.5120677947998,23_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.0086727142334,23_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.22818374633789,24_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.7944278717041,24_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
80.87396621704102,25_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
84.20729637145996,25_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.32402801513672,26_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
80.98125457763672,26_1,"[2, 1]","[2, 2]",0.5,0.3333333333333333,2.0
82.84759521484375,27_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.95614814758301,27_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
87.84937858581543,28_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.2218189239502,28_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
82.31019973754883,29_0,"[2, 2]","[2, 2]",1.0,1.0,2.0
81.75134658813477,29_1,"[2, 2]","[2, 2]",1.0,1.0,2.0
